STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,DAPR,DASF,MDPR,MDSF,PRCP,SNOW,SNWD,TMAX,TMIN,TOBS,WT01,WT03,WT04,WT05,WT06,WT11
USC00420072,ALTA, UT US,40.5905,-111.6369,2660.9,10/6/1981,,,,,0,0,0,48,27,34,,,,,
USC00420072,ALTA, UT US,40.5905,-111.6369,2660.9,10/7/1981,,,,,0,0,0,58,32,48,,,,,
USC00420072,ALTA, UT US,40.5905,-111.6369,2660.9,10/8/1981,,,,,0.94,5,4,54,29,29,,,,,
USC00420072,ALTA, UT US,40.5905,-111.6369,2660.9,10/9/1981,,,,,0.09,1,2,34,24,26,,,,,
USC00420072,ALTA, UT US,40.5905,-111.6369,2660.9,10/10/1981,,,,,0.06,0,0,43,26,35,,1,,,
USC00420072,ALTA, UT US,40.5905,-111.6369,2660.9,10/11/1981,,,,,1.93,6,5,45,30,32,,1,,,
USC00420072,ALTA, UT US,40.5905,-111.6369,2660.9,10/12/1981,,,,,0.38,3,5,36,28,29,,,,,
USC00420072,ALTA, UT US,40.5905,-111.6369,2660.9,10/13/1981,,,,,0.12,1,5,34,25,26,,,,,
USC00420072,ALTA, UT US,40.5905,-111.6369,2660.9,10/14/1981,,,,,0.09,2,6,34,21,21,,,,,
USC00420072,ALTA, UT US,40.5905,-111.6369,2660.9,10/15/1981,,,,,0,0,5,34,19,28,,,,,
USC00420072,ALTA, UT US,40.5905,-111.6369,2660.9,10/16/1981,,,,,0.36,3,7,36,27,27,,,,,
USC00420072,ALTA, UT US,40.5905,-111.6369,2660.9,10/17/1981,,,,,0.45,4,9,31,24,25,,,,,
USC00420072,ALTA, UT US,40.5905,-111.6369,2660.9,10/18/1981,,,,,0,0,5,41,25,32,,,,,
USC00420072,ALTA, UT US,40.5905,-111.6369,2660.9,10/19/1981,,,,,0,0,3,53,30,31,,,,,
USC00420072,ALTA, UT US,40.5905,-111.6369,2660.9,10/20/1981,,,,,0,0,2,53,31,32,,,,,
USC00420072,ALTA, UT US,40.5905,-111.6369,2660.9,10/21/1981,,,,,0,0,1,52,29,30,,,,,
USC00420072,ALTA, UT US,40.5905,-111.6369,2660.9,10/22/1981,,,,,0,0,0,47,26,27,,,,,
USC00420072,ALTA, UT US,40.5905,-111.6369,2660.9,10/23/1981,,,,,0,0,0,46,27,29,,,,,
USC00420072,ALTA, UT US,40.5905,-111.6369,2660.9,10/24/1981,,,,,0,0,0,46,29,34,,,,,
USC00420072,ALTA, UT US,40.5905,-111.6369,2660.9,10/25/1981,,,,,0,0,0,34,23,25,,,,,
USC00420072,ALTA, UT US,40.5905,-111.6369,2660.9,10/26/1981,,,,,0,0,0,44,25,35,,,,,
USC00420072,ALTA, UT US,40.5905,-111.6369,2660.9,10/27/1981,,,,,0,0,0,57,35,39,,,,,
USC00420072,ALTA, UT US,40.5905,-111.6369,2660.9,10/28/1981,,,,,0,0,0,49,39,41,,1,,,
USC00420072,ALTA, UT US,40.5905,-111.6369,2660.9,10/29/1981,,,,,1.54,9,9,49,21,22,,,,,
USC00420072,ALTA, UT US,40.5905,-111.6369,2660.9,10/30/1981,,,,,1.55,22,26,35,16,17,,,,,
